complaint_id,date,complaint_text,category,sentiment,priority,channel,customer_value,resolution_time,is_repeat_customer
5740,2024-06-05,There seems to be an issue because Issue not resolved delay. Need help urgently.,Delivery Issue,Negative,Medium,Email,15853,20,0
5741,2024-11-12,There seems to be an issue because There is a problem. Need help urgently.,Payment Problem,Neutral,Low,Call,6330,94,0
5742,2024-09-27,I would like to report that Issue not resolved access. Please fix this.,Account Issue,Negative,High,Website,36064,63,1
5743,2024-09-28,"I had an experience where There is a problem deducted, and I am not satisfied.",Payment Problem,Negative,High,App,34823,103,1
5744,2024-08-22,I am facing this issue where Need help regarding this broken please resolve quickly. Please look into it.,Product Quality,Neutral,Low,App,21723,32,1
5745,2024-07-20,I would like to report that Not satisfied with the experience not arrived. Please fix this.,Delivery Issue,Negative,High,App,42844,37,0
5746,2024-04-23,This is regarding a problem where Issue not resolved damaged. Kindly resolve soon.,Product Quality,Neutral,Low,Email,29187,112,0
5747,2024-12-28,"I had an experience where Need help regarding this delay, and I am not satisfied.",Delivery Issue,Neutral,Low,Email,23057,35,0
5748,2024-11-20,"I had an experience where There is a problem help, and I am not satisfied.",Customer Service,Positive,Low,Call,34970,60,0
5749,2024-09-22,I am facing this issue where There is a problem deducted. Please look into it.,Payment Problem,Negative,High,Email,20757,80,1
5750,2024-04-23,"I had an experience where Need help regarding this money back, and I am not satisfied.",Refund Issue,Negative,Medium,Call,17315,46,1
5751,2024-10-05,I am facing this issue where Not satisfied with the experience help. Please look into it.,Customer Service,Negative,High,Email,27170,112,0
5752,2024-01-02,"I had an experience where Need help regarding this bad quality please resolve quickly, and I am not satisfied.",Product Quality,Negative,Medium,Website,19932,43,1
5753,2024-04-01,There seems to be an issue because This is very frustrating refund pending. Need help urgently.,Refund Issue,Negative,High,App,26371,78,0
5754,2024-09-04,I would like to report that Issue not resolved access. Please fix this.,Account Issue,Positive,Low,Email,10967,19,0
5755,2024-03-24,I am facing this issue where Need help regarding this login. Please look into it.,Account Issue,Negative,High,Call,24425,23,0
5756,2024-12-13,I would like to report that I am facing an issue refund pending. Please fix this.,Refund Issue,Negative,Medium,App,1865,48,0
5757,2024-02-07,I am facing this issue where There is a problem broken please resolve quickly. Please look into it.,Product Quality,Neutral,Low,Email,44659,21,0
5758,2024-08-17,"I had an experience where Need help regarding this damaged, and I am not satisfied.",Product Quality,Negative,High,Email,45554,25,1
5759,2024-01-16,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Refund Issue,Neutral,Low,Call,10218,118,0
5760,2024-03-22,"I had an experience where Issue not resolved deducted, and I am not satisfied.",Payment Problem,Negative,Medium,Call,18603,58,0
5761,2024-03-12,This is regarding a problem where Issue not resolved broken. Kindly resolve soon.,Product Quality,Negative,High,App,46010,70,0
5762,2024-05-28,I would like to report that This is very frustrating help. Please fix this.,Customer Service,Negative,Medium,App,19332,100,1
5763,2024-03-12,"I had an experience where This is very frustrating assistance, and I am not satisfied.",Customer Service,Negative,High,Email,33351,43,1
5764,2024-06-16,"I had an experience where Issue not resolved login please resolve quickly, and I am not satisfied.",Account Issue,Neutral,Low,App,42158,29,1
5765,2024-12-20,I would like to report that There is a problem payment issue please resolve quickly. Please fix this.,Payment Problem,Negative,High,App,36162,14,0
5766,2024-09-27,"I had an experience where Need help regarding this late, and I am not satisfied.",Delivery Issue,Negative,High,App,35383,31,1
5767,2024-12-21,I would like to report that I am facing an issue login. Please fix this.,Account Issue,Negative,High,Call,25371,107,0
5768,2024-10-31,I would like to report that This is very frustrating waiting. Please fix this.,Delivery Issue,Negative,Medium,Call,5150,109,1
5769,2024-12-23,There seems to be an issue because This is very frustrating delay. Need help urgently.,Delivery Issue,Negative,High,Email,34357,104,1
5770,2024-06-12,I would like to report that Not satisfied with the experience payment issue. Please fix this.,Payment Problem,Positive,Low,Website,13058,117,0
5771,2024-02-05,There seems to be an issue because I am facing an issue waiting. Need help urgently.,Delivery Issue,Negative,Medium,Website,6461,76,1
5772,2024-01-23,This is regarding a problem where Issue not resolved payment issue. Kindly resolve soon.,Payment Problem,Negative,Medium,Website,732,17,1
5773,2024-09-29,This is regarding a problem where Not satisfied with the experience. Kindly resolve soon.,Payment Problem,Negative,Medium,Call,10980,57,0
5774,2024-05-28,I am facing this issue where There is a problem bad quality. Please look into it.,Product Quality,Negative,Medium,Call,6154,45,0
5775,2024-01-14,This is regarding a problem where I am facing an issue assistance please resolve quickly. Kindly resolve soon.,Customer Service,Negative,Medium,Website,2629,113,1
5776,2024-03-13,There seems to be an issue because Not satisfied with the experience no response please resolve quickly. Need help urgently.,Customer Service,Neutral,Low,Email,34847,55,0
5777,2024-09-08,This is regarding a problem where I am facing an issue charged please resolve quickly. Kindly resolve soon.,Payment Problem,Negative,High,Website,37965,89,0
5778,2024-03-19,This is regarding a problem where I am facing an issue access please resolve quickly. Kindly resolve soon.,Account Issue,Negative,High,Email,38210,30,1
5779,2024-05-09,I am facing this issue where This is very frustrating not good. Please look into it.,Product Quality,Negative,High,Website,44298,53,0
5780,2024-06-17,I would like to report that Not satisfied with the experience not good. Please fix this.,Product Quality,Negative,High,App,27145,84,0
5781,2024-09-19,This is regarding a problem where Issue not resolved support please resolve quickly. Kindly resolve soon.,Customer Service,Negative,High,App,30217,58,0
5782,2024-10-28,I am facing this issue where Issue not resolved not credited. Please look into it.,Refund Issue,Negative,High,Website,22139,99,1
5783,2024-10-28,This is regarding a problem where Not satisfied with the experience payment issue. Kindly resolve soon.,Payment Problem,Negative,High,Website,42250,61,0
5784,2024-09-15,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Product Quality,Negative,Medium,Email,14816,27,0
5785,2024-10-08,This is regarding a problem where There is a problem. Kindly resolve soon.,Customer Service,Negative,High,Website,41401,30,0
5786,2024-01-10,This is regarding a problem where Issue not resolved bad quality. Kindly resolve soon.,Product Quality,Neutral,Low,App,22252,60,1
5787,2024-04-13,There seems to be an issue because There is a problem. Need help urgently.,Account Issue,Neutral,Low,Call,48864,106,0
5788,2024-11-29,I am facing this issue where Need help regarding this please resolve quickly. Please look into it.,Payment Problem,Negative,Medium,Website,9527,100,1
5789,2024-06-01,"I had an experience where Issue not resolved broken, and I am not satisfied.",Product Quality,Negative,Medium,Website,11752,103,1
5790,2024-02-22,This is regarding a problem where I am facing an issue broken. Kindly resolve soon.,Product Quality,Negative,Medium,Website,16595,97,1
5791,2024-11-26,I would like to report that Need help regarding this return. Please fix this.,Refund Issue,Negative,Medium,Website,18472,18,0
5792,2024-03-27,There seems to be an issue because Not satisfied with the experience. Need help urgently.,Payment Problem,Negative,High,Call,48508,112,1
5793,2024-02-07,There seems to be an issue because Not satisfied with the experience waiting. Need help urgently.,Delivery Issue,Negative,High,Email,48376,62,1
5794,2024-03-27,"I had an experience where Need help regarding this, and I am not satisfied.",Product Quality,Neutral,Low,Website,30720,46,0
5795,2024-09-01,I would like to report that Not satisfied with the experience bad quality please resolve quickly. Please fix this.,Product Quality,Negative,High,App,31392,95,0
5796,2024-02-19,I would like to report that I am facing an issue refund pending please resolve quickly. Please fix this.,Refund Issue,Negative,High,Call,25271,63,0
5797,2024-02-29,I am facing this issue where Need help regarding this charged. Please look into it.,Payment Problem,Neutral,Low,Website,11815,115,0
5798,2024-01-02,There seems to be an issue because I am facing an issue support. Need help urgently.,Customer Service,Negative,High,Website,22855,96,0
5799,2024-07-28,This is regarding a problem where Need help regarding this. Kindly resolve soon.,Account Issue,Negative,High,Email,46332,41,1
5800,2024-05-05,I am facing this issue where I am facing an issue deducted. Please look into it.,Payment Problem,Negative,High,App,43645,59,0
5801,2024-04-16,I would like to report that Not satisfied with the experience password please resolve quickly. Please fix this.,Account Issue,Negative,Medium,App,1912,75,1
5802,2024-08-09,I am facing this issue where Not satisfied with the experience transaction please resolve quickly. Please look into it.,Payment Problem,Negative,Medium,Email,9335,39,0
5803,2024-12-24,This is regarding a problem where Not satisfied with the experience. Kindly resolve soon.,Payment Problem,Negative,High,App,21174,117,0
5804,2024-04-28,There seems to be an issue because There is a problem delay. Need help urgently.,Delivery Issue,Negative,Medium,App,17691,51,0
5805,2024-08-24,This is regarding a problem where There is a problem assistance. Kindly resolve soon.,Customer Service,Positive,Low,Call,45752,113,0
5806,2024-12-14,I would like to report that Not satisfied with the experience not arrived please resolve quickly. Please fix this.,Delivery Issue,Negative,High,App,26525,54,1
5807,2024-10-04,I would like to report that Need help regarding this assistance. Please fix this.,Customer Service,Negative,Medium,Website,5404,51,1
5808,2024-02-14,"I had an experience where Need help regarding this help please resolve quickly, and I am not satisfied.",Customer Service,Negative,High,Call,34608,118,1
5809,2024-07-19,"I had an experience where Issue not resolved return, and I am not satisfied.",Refund Issue,Negative,High,Website,29748,37,0
5810,2024-04-22,I would like to report that I am facing an issue charged please resolve quickly. Please fix this.,Payment Problem,Negative,Medium,Call,10929,37,1
